PROTEOME ; GLIMMER ; ERROR GLIMMER
ND ; ACOL01000117BRL01_0001:1236-2021(-) ; ND
ND ; ACOL01000124BRL01_0001:3825-4598(-) ; ND
ND ; ACOL01000300BRL01_0003:2797-3561(+) ; ND
ND ; ACOL01000895BRL01_0008:420-1178(-) ; ND
ND ; ACOL01000003BRL01_0000:29730-30488(+) ; ND
ND ; ACOL01000012BRL01_0000:7509-8249(+) ; ND
ND ; ACOL01001499BRL01_0014:63-800(-) ; ND
ND ; ACOL01000070BRL01_0000:1596-2333(-) ; ND
ND ; ACOL01000005BRL01_0000:6419-7156(-) ; ND
ND ; ACOL01000077BRL01_0000:11574-12305(+) ; ND
ND ; ACOL01000009BRL01_0000:12057-12785(+) ; ND
ND ; ACOL01000670BRL01_0006:63-788(-) ; ND
ND ; ACOL01000192BRL01_0001:6225-6941(-) ; ND
ND ; ACOL01000020BRL01_0000:19693-20409(+) ; ND
ND ; ACOL01000016BRL01_0000:143-859(-) ; ND
ND ; ACOL01000115BRL01_0001:81-794(+) ; ND
ND ; ACOL01000040BRL01_0000:7701-8408(-) ; ND
ND ; ACOL01000354BRL01_0003:10-705(+) ; ND
ND ; ACOL01001459BRL01_0014:14-706(-) ; ND
ND ; ACOL01000040BRL01_0000:8413-9105(-) ; ND
ND ; ACOL01002017BRL01_0020:17-703(-) ; ND
ND ; ACOL01001565BRL01_0015:62-742(-) ; ND
ND ; ACOL01000254BRL01_0002:2677-3357(+) ; ND
ND ; ACOL01000145BRL01_0001:3521-4201(-) ; ND
ND ; ACOL01000098BRL01_0000:1969-2649(+) ; ND
ND ; ACOL01000510BRL01_0005:921-1595(-) ; ND
ND ; ACOL01000146BRL01_0001:4872-5546(-) ; ND
ND ; ACOL01000095BRL01_0000:8850-9524(-) ; ND
ND ; ACOL01000049BRL01_0000:6405-7079(-) ; ND
ND ; ACOL01000047BRL01_0000:16330-17004(+) ; ND
ND ; ACOL01001335BRL01_0013:161-826(-) ; ND
ND ; ACOL01001831BRL01_0018:110-772(-) ; ND
ND ; ACOL01000030BRL01_0000:10731-11393(-) ; ND
ND ; ACOL01000248BRL01_0002:4766-5425(-) ; ND
ND ; ACOL01001403BRL01_0014:51-704(+) ; ND
ND ; ACOL01000107BRL01_0001:1429-2079(+) ; ND
ND ; ACOL01000038BRL01_0000:5461-6102(-) ; ND
ND ; ACOL01001950BRL01_0019:6-638(-) ; ND
ND ; ACOL01000213BRL01_0002:389-1021(-) ; ND
ND ; ACOL01000007BRL01_0000:28518-29150(-) ; ND
ND ; ACOL01000584BRL01_0005:623-1249(+) ; ND
ND ; ACOL01000217BRL01_0002:2933-3553(+) ; ND
ND ; ACOL01001824BRL01_0018:125-739(+) ; ND
ND ; ACOL01000341BRL01_0003:3129-3743(-) ; ND
ND ; ACOL01000065BRL01_0000:2829-3443(+) ; ND
ND ; ACOL01000441BRL01_0004:554-1165(+) ; ND
ND ; ACOL01000489BRL01_0004:1270-1878(-) ; ND
ND ; ACOL01001729BRL01_0017:193-792(-) ; ND
ND ; ACOL01002959BRL01_0029:13-609(+) ; ND
ND ; ACOL01000466BRL01_0004:1289-1885(-) ; ND
ND ; ACOL01001216BRL01_0012:263-856(+) ; ND
ND ; ACOL01001110BRL01_0011:80-670(-) ; ND
ND ; ACOL01000551BRL01_0005:1419-2009(-) ; ND
ND ; ACOL01002277BRL01_0022:116-703(+) ; ND
ND ; ACOL01001003BRL01_0010:436-1023(-) ; ND
ND ; ACOL01000304BRL01_0003:4001-4588(+) ; ND
ND ; ACOL01000086BRL01_0000:3955-4542(-) ; ND
ND ; ACOL01000104BRL01_0001:3099-3680(-) ; ND
ND ; ACOL01000015BRL01_0000:15649-16230(-) ; ND
ND ; ACOL01000915BRL01_0009:78-653(+) ; ND
ND ; ACOL01000030BRL01_0000:8791-9366(+) ; ND
ND ; ACOL01000004BRL01_0000:11270-11842(-) ; ND
ND ; ACOL01000310BRL01_0003:2853-3422(-) ; ND
ND ; ACOL01000584BRL01_0005:1362-1922(+) ; ND
ND ; ACOL01002695BRL01_0026:63-620(-) ; ND
ND ; ACOL01002384BRL01_0023:28-585(+) ; ND
ND ; ACOL01000896BRL01_0008:319-876(+) ; ND
ND ; ACOL01000553BRL01_0005:26-583(+) ; ND
ND ; ACOL01001271BRL01_0012:47-601(+) ; ND
ND ; ACOL01000368BRL01_0003:2895-3449(-) ; ND
ND ; ACOL01000049BRL01_0000:316-870(+) ; ND
ND ; ACOL01000303BRL01_0003:1513-2064(-) ; ND
ND ; ACOL01000314BRL01_0003:3017-3565(-) ; ND
ND ; ACOL01001550BRL01_0015:238-783(+) ; ND
ND ; ACOL01000328BRL01_0003:286-831(-) ; ND
ND ; ACOL01003324BRL01_0033:42-584(+) ; ND
ND ; ACOL01000168BRL01_0001:6979-7521(-) ; ND
ND ; ACOL01000056BRL01_0000:1147-1689(+) ; ND
ND ; ACOL01001982BRL01_0019:118-654(-) ; ND
ND ; ACOL01000868BRL01_0008:492-1028(-) ; ND
ND ; ACOL01003225BRL01_0032:39-572(+) ; ND
ND ; ACOL01000915BRL01_0009:674-1201(+) ; ND
ND ; ACOL01000312BRL01_0003:428-955(-) ; ND
ND ; ACOL01000052BRL01_0000:5912-6439(+) ; ND
ND ; ACOL01002558BRL01_0025:128-643(+) ; ND
ND ; ACOL01001053BRL01_0010:255-770(+) ; ND
ND ; ACOL01000886BRL01_0008:351-866(-) ; ND
ND ; ACOL01000151BRL01_0001:2701-3216(-) ; ND
ND ; ACOL01000047BRL01_0000:15361-15876(+) ; ND
ND ; ACOL01000004BRL01_0000:24821-25336(+) ; ND
ND ; ACOL01001855BRL01_0018:40-552(+) ; ND
ND ; ACOL01001423BRL01_0014:207-719(+) ; ND
ND ; ACOL01002996BRL01_0029:2-508(+) ; ND
ND ; ACOL01001541BRL01_0015:161-667(-) ; ND
ND ; ACOL01001393BRL01_0013:120-626(-) ; ND
ND ; ACOL01000068BRL01_0000:6933-7439(+) ; ND
ND ; ACOL01004742BRL01_0047:5-508(-) ; ND
ND ; ACOL01003758BRL01_0037:11-514(-) ; ND
ND ; ACOL01003693BRL01_0036:62-565(+) ; ND
ND ; ACOL01000893BRL01_0008:140-643(+) ; ND
ND ; ACOL01000010BRL01_0000:16412-16915(-) ; ND
ND ; ACOL01003842BRL01_0038:53-553(-) ; ND
ND ; ACOL01002983BRL01_0029:114-614(-) ; ND
ND ; ACOL01000518BRL01_0005:1179-1679(-) ; ND
ND ; ACOL01000300BRL01_0003:2216-2716(+) ; ND
ND ; ACOL01000006BRL01_0000:23334-23828(+) ; ND
ND ; ACOL01000601BRL01_0006:1535-2026(+) ; ND
ND ; ACOL01000384BRL01_0003:1040-1531(+) ; ND
ND ; ACOL01005135BRL01_0051:9-497(-) ; ND
ND ; ACOL01004015BRL01_0040:76-564(+) ; ND
ND ; ACOL01002493BRL01_0024:100-588(+) ; ND
ND ; ACOL01002042BRL01_0020:89-577(-) ; ND
ND ; ACOL01001348BRL01_0013:35-523(+) ; ND
ND ; ACOL01001221BRL01_0012:479-967(-) ; ND
ND ; ACOL01000217BRL01_0002:4051-4539(+) ; ND
ND ; ACOL01000648BRL01_0006:356-841(+) ; ND
ND ; ACOL01000057BRL01_0000:108-590(+) ; ND
ND ; ACOL01004022BRL01_0040:35-514(-) ; ND
ND ; ACOL01002351BRL01_0023:126-605(-) ; ND
ND ; ACOL01000370BRL01_0003:1383-1862(-) ; ND
ND ; ACOL01000004BRL01_0000:10731-11207(-) ; ND
ND ; ACOL01000046BRL01_0000:10089-10562(+) ; ND
ND ; ACOL01002353BRL01_0023:204-674(-) ; ND
ND ; ACOL01002143BRL01_0021:67-537(-) ; ND
ND ; ACOL01001828BRL01_0018:123-593(+) ; ND
ND ; ACOL01000948BRL01_0009:739-1209(+) ; ND
ND ; ACOL01000288BRL01_0002:1022-1492(-) ; ND
ND ; ACOL01000055BRL01_0000:15396-15866(-) ; ND
ND ; ACOL01001942BRL01_0019:282-749(+) ; ND
ND ; ACOL01000312BRL01_0003:3033-3500(+) ; ND
ND ; ACOL01000298BRL01_0002:2651-3118(-) ; ND
ND ; ACOL01000101BRL01_0001:5096-5563(-) ; ND
ND ; ACOL01000099BRL01_0000:3215-3682(+) ; ND
ND ; ACOL01003099BRL01_0030:72-536(-) ; ND
ND ; ACOL01002221BRL01_0022:114-578(+) ; ND
ND ; ACOL01000956BRL01_0009:13-477(+) ; ND
ND ; ACOL01000143BRL01_0001:2675-3139(-) ; ND
ND ; ACOL01000004BRL01_0000:25395-25859(+) ; ND
ND ; ACOL01004114BRL01_0041:51-512(+) ; ND
ND ; ACOL01002486BRL01_0024:112-573(+) ; ND
ND ; ACOL01001895BRL01_0018:236-697(-) ; ND
ND ; ACOL01000683BRL01_0006:832-1293(+) ; ND
ND ; ACOL01004676BRL01_0046:16-474(+) ; ND
ND ; ACOL01003208BRL01_0032:84-542(-) ; ND
ND ; ACOL01001776BRL01_0017:123-581(+) ; ND
ND ; ACOL01001226BRL01_0012:195-653(+) ; ND
ND ; ACOL01000578BRL01_0005:1133-1591(-) ; ND
ND ; ACOL01000363BRL01_0003:2030-2488(-) ; ND
ND ; ACOL01000088BRL01_0000:10310-10768(+) ; ND
ND ; ACOL01000051BRL01_0000:13589-14044(-) ; ND
ND ; ACOL01000589BRL01_0005:104-556(+) ; ND
ND ; ACOL01000171BRL01_0001:4223-4675(-) ; ND
ND ; ACOL01002297BRL01_0022:160-609(-) ; ND
ND ; ACOL01001724BRL01_0017:134-583(+) ; ND
ND ; ACOL01000796BRL01_0007:683-1132(+) ; ND
ND ; ACOL01000756BRL01_0007:661-1110(+) ; ND
ND ; ACOL01001017BRL01_0010:554-1000(+) ; ND
ND ; ACOL01000088BRL01_0000:11026-11472(+) ; ND
ND ; ACOL01000323BRL01_0003:2840-3283(+) ; ND
ND ; ACOL01005380BRL01_0053:42-482(-) ; ND
ND ; ACOL01000278BRL01_0002:4679-5119(-) ; ND
ND ; ACOL01004378BRL01_0043:4-441(-) ; ND
ND ; ACOL01001682BRL01_0016:147-584(+) ; ND
ND ; ACOL01001080BRL01_0010:119-556(-) ; ND
ND ; ACOL01000150BRL01_0001:8008-8442(+) ; ND
ND ; ACOL01004223BRL01_0042:53-484(-) ; ND
ND ; ACOL01004081BRL01_0040:77-508(-) ; ND
ND ; ACOL01003124BRL01_0031:168-599(+) ; ND
ND ; ACOL01000303BRL01_0003:3605-4036(-) ; ND
ND ; ACOL01000288BRL01_0002:2806-3237(+) ; ND
ND ; ACOL01000049BRL01_0000:9733-10164(+) ; ND
ND ; ACOL01002906BRL01_0029:46-474(+) ; ND
ND ; ACOL01001434BRL01_0014:169-597(-) ; ND
ND ; ACOL01000906BRL01_0009:661-1089(+) ; ND
ND ; ACOL01001972BRL01_0019:164-589(-) ; ND
ND ; ACOL01001255BRL01_0012:395-820(+) ; ND
ND ; ACOL01000140BRL01_0001:6897-7322(+) ; ND
ND ; ACOL01000010BRL01_0000:9574-9999(+) ; ND
ND ; ACOL01001932BRL01_0019:277-699(+) ; ND
ND ; ACOL01001633BRL01_0016:46-468(+) ; ND
ND ; ACOL01000751BRL01_0007:1022-1444(-) ; ND
ND ; ACOL01000076BRL01_0000:2169-2591(+) ; ND
ND ; ACOL01003195BRL01_0031:20-439(-) ; ND
ND ; ACOL01002933BRL01_0029:123-542(+) ; ND
ND ; ACOL01001704BRL01_0017:117-536(-) ; ND
ND ; ACOL01000012BRL01_0000:8429-8848(+) ; ND
ND ; ACOL01004879BRL01_0048:61-477(+) ; ND
ND ; ACOL01004119BRL01_0041:108-524(-) ; ND
ND ; ACOL01001761BRL01_0017:355-771(-) ; ND
ND ; ACOL01000717BRL01_0007:947-1363(+) ; ND
ND ; ACOL01000209BRL01_0002:6086-6502(-) ; ND
ND ; ACOL01000242BRL01_0002:1981-2394(+) ; ND
ND ; ACOL01000008BRL01_0000:6950-7363(-) ; ND
ND ; ACOL01004456BRL01_0044:25-435(-) ; ND
ND ; ACOL01001344BRL01_0013:329-739(-) ; ND
ND ; ACOL01001123BRL01_0011:684-1091(+) ; ND
ND ; ACOL01000476BRL01_0004:1343-1750(+) ; ND
ND ; ACOL01000231BRL01_0002:3651-4058(-) ; ND
ND ; ACOL01005027BRL01_0050:27-431(+) ; ND
ND ; ACOL01004369BRL01_0043:15-419(+) ; ND
ND ; ACOL01004126BRL01_0041:95-499(-) ; ND
ND ; ACOL01003397BRL01_0033:42-446(+) ; ND
ND ; ACOL01003219BRL01_0032:124-528(-) ; ND
ND ; ACOL01002677BRL01_0026:144-548(-) ; ND
ND ; ACOL01000201BRL01_0002:23-427(+) ; ND
ND ; ACOL01003887BRL01_0038:68-469(+) ; ND
ND ; ACOL01001733BRL01_0017:14-415(+) ; ND
ND ; ACOL01001432BRL01_0014:284-685(-) ; ND
ND ; ACOL01001347BRL01_0013:128-529(+) ; ND
ND ; ACOL01001108BRL01_0011:190-591(-) ; ND
ND ; ACOL01000644BRL01_0006:22-423(+) ; ND
ND ; ACOL01000446BRL01_0004:967-1368(+) ; ND
ND ; ACOL01000107BRL01_0001:930-1331(+) ; ND
ND ; ACOL01002831BRL01_0028:216-614(+) ; ND
ND ; ACOL01002787BRL01_0027:183-581(-) ; ND
ND ; ACOL01002524BRL01_0025:65-463(+) ; ND
ND ; ACOL01002459BRL01_0024:74-472(+) ; ND
ND ; ACOL01001391BRL01_0013:143-541(-) ; ND
ND ; ACOL01001096BRL01_0010:333-731(+) ; ND
ND ; ACOL01000825BRL01_0008:340-738(+) ; ND
ND ; ACOL01000364BRL01_0003:732-1130(-) ; ND
ND ; ACOL01000178BRL01_0001:3800-4198(+) ; ND
ND ; ACOL01000092BRL01_0000:5051-5449(-) ; ND
ND ; ACOL01003922BRL01_0039:147-542(-) ; ND
ND ; ACOL01000434BRL01_0004:231-626(+) ; ND
ND ; ACOL01000430BRL01_0004:78-473(+) ; ND
ND ; ACOL01000238BRL01_0002:297-692(-) ; ND
ND ; ACOL01001273BRL01_0012:467-859(+) ; ND
ND ; ACOL01001157BRL01_0011:139-531(+) ; ND
ND ; ACOL01000178BRL01_0001:6545-6937(-) ; ND
ND ; ACOL01004609BRL01_0046:21-410(+) ; ND
ND ; ACOL01001970BRL01_0019:48-437(+) ; ND
ND ; ACOL01001396BRL01_0013:371-760(-) ; ND
ND ; ACOL01000148BRL01_0001:31-420(+) ; ND
ND ; ACOL01000098BRL01_0000:3211-3600(+) ; ND
ND ; ACOL01000035BRL01_0000:4122-4511(+) ; ND
ND ; ACOL01001055BRL01_0010:56-442(+) ; ND
ND ; ACOL01004822BRL01_0048:102-485(+) ; ND
ND ; ACOL01004678BRL01_0046:28-411(-) ; ND
ND ; ACOL01004625BRL01_0046:19-402(+) ; ND
ND ; ACOL01003989BRL01_0039:116-499(-) ; ND
ND ; ACOL01003529BRL01_0035:148-531(-) ; ND
ND ; ACOL01002943BRL01_0029:243-626(-) ; ND
ND ; ACOL01001165BRL01_0011:339-722(-) ; ND
ND ; ACOL01001001BRL01_0010:365-748(+) ; ND
ND ; ACOL01000926BRL01_0009:92-475(+) ; ND
ND ; ACOL01000475BRL01_0004:2086-2469(-) ; ND
ND ; ACOL01002442BRL01_0024:110-490(-) ; ND
ND ; ACOL01000259BRL01_0002:4082-4462(+) ; ND
ND ; ACOL01000020BRL01_0000:2779-3159(+) ; ND
ND ; ACOL01002965BRL01_0029:83-460(-) ; ND
ND ; ACOL01002909BRL01_0029:166-543(-) ; ND
ND ; ACOL01000130BRL01_0001:6885-7262(+) ; ND
ND ; ACOL01001787BRL01_0017:177-548(+) ; ND
ND ; ACOL01000217BRL01_0002:3641-4012(+) ; ND
ND ; ACOL01000171BRL01_0001:5297-5668(-) ; ND
ND ; ACOL01001706BRL01_0017:13-381(-) ; ND
ND ; ACOL01000751BRL01_0007:3-371(-) ; ND
ND ; ACOL01004091BRL01_0040:52-417(-) ; ND
ND ; ACOL01002266BRL01_0022:321-686(+) ; ND
ND ; ACOL01000377BRL01_0003:2912-3277(-) ; ND
ND ; ACOL01000021BRL01_0000:5574-5939(+) ; ND
ND ; ACOL01000322BRL01_0003:1250-1612(-) ; ND
ND ; ACOL01000023BRL01_0000:9532-9894(-) ; ND
ND ; ACOL01003811BRL01_0038:63-422(+) ; ND
ND ; ACOL01001731BRL01_0017:27-386(+) ; ND
ND ; ACOL01001041BRL01_0010:81-440(-) ; ND
ND ; ACOL01000567BRL01_0005:682-1041(+) ; ND
ND ; ACOL01000117BRL01_0001:827-1186(-) ; ND
ND ; ACOL01000631BRL01_0006:124-480(-) ; ND
ND ; ACOL01000311BRL01_0003:3343-3699(+) ; ND
ND ; ACOL01000098BRL01_0000:4729-5085(-) ; ND
ND ; ACOL01000067BRL01_0000:1681-2037(+) ; ND
ND ; ACOL01000337BRL01_0003:2632-2985(+) ; ND
ND ; ACOL01000748BRL01_0007:115-465(+) ; ND
ND ; ACOL01000703BRL01_0007:1154-1504(+) ; ND
ND ; ACOL01000047BRL01_0000:15890-16240(+) ; ND
ND ; ACOL01000756BRL01_0007:214-561(+) ; ND
ND ; ACOL01000051BRL01_0000:14229-14576(-) ; ND
ND ; ACOL01002673BRL01_0026:208-552(+) ; ND
ND ; ACOL01000223BRL01_0002:1475-1819(-) ; ND
ND ; ACOL01000140BRL01_0001:1235-1579(-) ; ND
ND ; ACOL01000020BRL01_0000:20481-20825(+) ; ND
ND ; ACOL01005286BRL01_0052:68-409(-) ; ND
ND ; ACOL01004840BRL01_0048:101-442(+) ; ND
ND ; ACOL01000507BRL01_0005:786-1127(+) ; ND
ND ; ACOL01000405BRL01_0004:1398-1739(-) ; ND
ND ; ACOL01000395BRL01_0003:143-484(+) ; ND
ND ; ACOL01000360BRL01_0003:3231-3572(-) ; ND
ND ; ACOL01000298BRL01_0002:3411-3752(+) ; ND
ND ; ACOL01000145BRL01_0001:2985-3326(-) ; ND
ND ; ACOL01003197BRL01_0031:89-427(-) ; ND
ND ; ACOL01002456BRL01_0024:15-353(+) ; ND
ND ; ACOL01001956BRL01_0019:115-453(+) ; ND
ND ; ACOL01000644BRL01_0006:1423-1761(+) ; ND
ND ; ACOL01000538BRL01_0005:1215-1553(+) ; ND
ND ; ACOL01000021BRL01_0000:6011-6349(+) ; ND
ND ; ACOL01004330BRL01_0043:43-378(-) ; ND
ND ; ACOL01000672BRL01_0006:100-435(+) ; ND
ND ; ACOL01003173BRL01_0031:100-429(+) ; ND
ND ; ACOL01001129BRL01_0011:368-697(-) ; ND
ND ; ACOL01000542BRL01_0005:2113-2442(+) ; ND
ND ; ACOL01000213BRL01_0002:1815-2144(-) ; ND
ND ; ACOL01000160BRL01_0001:5958-6287(-) ; ND
ND ; ACOL01000075BRL01_0000:4362-4691(+) ; ND
ND ; ACOL01000063BRL01_0000:5896-6225(-) ; ND
ND ; ACOL01000013BRL01_0000:13843-14172(+) ; ND
ND ; ACOL01000171BRL01_0001:3440-3766(+) ; ND
ND ; ACOL01000747BRL01_0007:803-1126(-) ; ND
ND ; ACOL01000399BRL01_0003:2674-2997(+) ; ND
ND ; ACOL01000532BRL01_0005:192-512(+) ; ND
ND ; ACOL01005441BRL01_0054:111-428(+) ; ND
ND ; ACOL01004588BRL01_0045:115-432(-) ; ND
ND ; ACOL01004267BRL01_0042:114-431(-) ; ND
ND ; ACOL01000735BRL01_0007:569-886(-) ; ND
ND ; ACOL01002627BRL01_0026:44-358(-) ; ND
ND ; ACOL01001579BRL01_0015:367-681(+) ; ND
ND ; ACOL01002672BRL01_0026:62-373(-) ; ND
ND ; ACOL01002510BRL01_0025:46-357(-) ; ND
ND ; ACOL01000905BRL01_0009:986-1297(-) ; ND
ND ; ACOL01000315BRL01_0003:2011-2319(+) ; ND
ND ; ACOL01000162BRL01_0001:7335-7643(+) ; ND
ND ; ACOL01003401BRL01_0034:83-388(-) ; ND
ND ; ACOL01001171BRL01_0011:626-931(-) ; ND
ND ; ACOL01000314BRL01_0003:2447-2752(+) ; ND
ND ; ACOL01004261BRL01_0042:181-483(+) ; ND
ND ; ACOL01000469BRL01_0004:2119-2421(+) ; ND
ND ; ACOL01003514BRL01_0035:219-515(+) ; ND
ND ; ACOL01000638BRL01_0006:919-1215(+) ; ND
ND ; ACOL01000212BRL01_0002:1828-2124(+) ; ND
ND ; ACOL01004202BRL01_0042:129-422(+) ; ND
ND ; ACOL01000185BRL01_0001:3207-3500(+) ; ND
ND ; ACOL01000452BRL01_0004:2331-2621(-) ; ND
ND ; ACOL01004381BRL01_0043:182-466(+) ; ND
ND ; ACOL01003918BRL01_0039:255-539(+) ; ND
ND ; ACOL01000246BRL01_0002:2916-3197(+) ; ND
ND ; ACOL01000221BRL01_0002:5597-5878(-) ; ND
ND ; ACOL01000185BRL01_0001:3614-3895(+) ; ND
ND ; ACOL01001012BRL01_0010:67-345(-) ; ND
ND ; ACOL01000024BRL01_0000:4124-4402(+) ; ND
ND ; ACOL01004584BRL01_0045:20-295(-) ; ND
ND ; ACOL01000892BRL01_0008:951-1226(-) ; ND
ND ; ACOL01000775BRL01_0007:145-417(+) ; ND
ND ; ACOL01000775BRL01_0007:996-1268(+) ; ND
ND ; ACOL01000331BRL01_0003:3299-3571(-) ; ND
ND ; ACOL01002455BRL01_0024:381-650(+) ; ND
ND ; ACOL01000350BRL01_0003:169-438(-) ; ND
ND ; ACOL01004407BRL01_0044:125-391(+) ; ND
ND ; ACOL01001068BRL01_0010:299-562(+) ; ND
ND ; ACOL01000847BRL01_0008:143-406(+) ; ND
ND ; ACOL01000743BRL01_0007:537-800(+) ; ND
ND ; ACOL01000341BRL01_0003:2794-3057(-) ; ND
ND ; ACOL01004512BRL01_0045:272-532(+) ; ND
ND ; ACOL01000238BRL01_0002:2645-2905(+) ; ND
ND ; ACOL01000636BRL01_0006:967-1224(+) ; ND
ND ; ACOL01000233BRL01_0002:3209-3466(+) ; ND
ND ; ACOL01002199BRL01_0021:36-287(-) ; ND
ND ; ACOL01000231BRL01_0002:4845-5096(-) ; ND
ND ; ACOL01000056BRL01_0000:5218-5469(-) ; ND
ND ; ACOL01002269BRL01_0022:10-258(-) ; ND
ND ; ACOL01000352BRL01_0003:3367-3615(-) ; ND
ND ; ACOL01000331BRL01_0003:3552-3800(+) ; ND
ND ; ACOL01003712BRL01_0037:292-537(+) ; ND
ND ; ACOL01000655BRL01_0006:19-264(-) ; ND
ND ; ACOL01000053BRL01_0000:2699-2944(+) ; ND
ND ; ACOL01000483BRL01_0004:438-2772(+) ; ND
ND ; ACOL01000678BRL01_0006:658-1840(+) ; ND
ND ; ACOL01004078BRL01_0040:360-512(-) ; ND
ND ; ACOL01003896BRL01_0038:311-527(+) ; ND
ND ; ACOL01001821BRL01_0018:21-218(-) ; ND
ND ; ACOL01002070BRL01_0020:397-604(-) ; ND
ND ; ACOL01003440BRL01_0034:271-592(+) ; ND
ND ; ACOL01003403BRL01_0034:17-304(-) ; ND
ND ; ACOL01003045BRL01_0030:449-563(+) ; ND
ND ; ACOL01002808BRL01_0028:7-120(-) ; ND
ND ; ACOL01002363BRL01_0023:168-381(+) ; ND
ND ; ACOL01005173BRL01_0051:56-173(-) ; ND
ND ; ACOL01003985BRL01_0039:242-351(-) ; ND
ND ; ACOL01002324BRL01_0023:221-502(+) ; ND
ND ; ACOL01000458BRL01_0004:4-1809(+) ; ND
ND ; ACOL01004809BRL01_0048:204-309(+) ; ND
ND ; ACOL01004566BRL01_0045:19-133(-) ; ND
ND ; ACOL01003575BRL01_0035:469-578(-) ; ND
ND ; ACOL01004911BRL01_0049:20-214(-) ; ND
ND ; ACOL01001365BRL01_0013:413-941(+) ; ND
ND ; ACOL01001194BRL01_0011:217-993(+) ; ND
ND ; ACOL01004137BRL01_0041:2-235(-) ; ND
ND ; ACOL01001021BRL01_0010:48-726(+) ; ND
ND ; ACOL01005233BRL01_0052:7-130(-) ; ND
ND ; ACOL01002377BRL01_0023:2-169(+) ; ND
ND ; ACOL01002215BRL01_0022:84-350(+) ; ND
ND ; ACOL01003749BRL01_0037:332-568(+) ; ND
ND ; ACOL01003407BRL01_0034:201-512(-) ; ND
ND ; ACOL01002474BRL01_0024:25-256(+) ; ND
ND ; ACOL01001285BRL01_0012:464-972(+) ; ND
ND ; ACOL01000881BRL01_0008:384-1353(+) ; ND
ND ; ACOL01004433BRL01_0044:5-92(-) ; ND
ND ; ACOL01000772BRL01_0007:6-735(-) ; ND
ND ; ACOL01000574BRL01_0005:35-1728(+) ; ND
ND ; ACOL01000863BRL01_0008:4-791(-) ; ND
ND ; ACOL01000668BRL01_0006:1638-1919(+) ; ND
ND ; ACOL01000177BRL01_0001:44-7027(+) ; ND
ND ; ACOL01002748BRL01_0027:436-619(+) ; ND
ND ; ACOL01001222BRL01_0012:833-911(+) ; ND
ND ; ACOL01000860BRL01_0008:323-1321(+) ; ND
ND ; ACOL01000186BRL01_0001:56-6423(+) ; ND
ND ; ACOL01000139BRL01_0001:816-8997(+) ; ND
ND ; ACOL01004423BRL01_0044:459-534(+) ; ND
ND ; ACOL01002220BRL01_0022:419-618(+) ; ND
ND ; ACOL01002041BRL01_0020:27-275(+) ; ND
ND ; ACOL01004521BRL01_0045:9-116(-) ; ND
ND ; ACOL01003467BRL01_0034:296-513(+) ; ND
ND ; ACOL01001226BRL01_0012:220-924(+) ; ND
ND ; ACOL01004798BRL01_0047:342-451(+) ; ND
ND ; ACOL01004313BRL01_0043:200-371(+) ; ND
ND ; ACOL01001540BRL01_0015:572-868(+) ; ND
ND ; ACOL01001101BRL01_0011:1009-1100(+) ; ND
ND ; ACOL01000275BRL01_0002:15-4738(-) ; ND
ND ; ACOL01000234BRL01_0002:347-5881(+) ; ND
ND ; ACOL01001629BRL01_0016:534-824(-) ; ND
ND ; ACOL01005152BRL01_0051:135-216(-) ; ND
ND ; ACOL01001988BRL01_0019:40-173(+) ; ND
ND ; ACOL01001815BRL01_0018:30-135(-) ; ND
ND ; ACOL01001272BRL01_0012:794-917(-) ; ND
ND ; ACOL01000689BRL01_0006:754-1841(+) ; ND
ND ; ACOL01000213BRL01_0002:341-6448(+) ; ND
ND ; ACOL01005264BRL01_0052:13-69(-) ; ND
ND ; ACOL01003555BRL01_0035:456-576(+) ; ND
ND ; ACOL01002487BRL01_0024:538-630(+) ; ND
ND ; ACOL01002207BRL01_0022:156-294(-) ; ND
ND ; ACOL01004828BRL01_0048:1-72(-) ; ND
ND ; ACOL01004310BRL01_0043:23-170(-) ; ND
ND ; ACOL01002072BRL01_0020:10-319(-) ; ND
ND ; ACOL01000783BRL01_0007:795-1499(+) ; ND
ND ; ACOL01000549BRL01_0005:33-2092(-) ; ND
ND ; ACOL01000452BRL01_0004:13-2620(-) ; ND
ND ; ACOL01005401BRL01_0054:4-159(-) ; ND
ND ; ACOL01004888BRL01_0048:371-494(+) ; ND
ND ; ACOL01002218BRL01_0022:7-245(-) ; ND
ND ; ACOL01002135BRL01_0021:9-147(-) ; ND
ND ; ACOL01001277BRL01_0012:5-404(+) ; ND
ND ; ACOL01001213BRL01_0012:60-162(-) ; ND
ND ; ACOL01000679BRL01_0006:17-161(-) ; ND
ND ; ACOL01000503BRL01_0005:37-1685(-) ; ND
ND ; ACOL01000382BRL01_0003:10-2943(+) ; ND
ND ; ACOL01003043BRL01_0030:218-434(-) ; ND
ND ; ACOL01002819BRL01_0028:339-512(+) ; ND
ND ; ACOL01001709BRL01_0017:136-195(+) ; ND
ND ; ACOL01001230BRL01_0012:58-736(-) ; ND
ND ; ACOL01000295BRL01_0002:1413-4866(+) ; ND
ND ; ACOL01005295BRL01_0052:432-498(+) ; ND
ND ; ACOL01004711BRL01_0047:474-515(+) ; ND
ND ; ACOL01004581BRL01_0045:493-534(+) ; ND
ND ; ACOL01003962BRL01_0039:7-48(-) ; ND
