PROTEOME ; AUGUSTUS ; ERROR AUGUSTUS
ND ; ACOL01001831BRL01_0018:110-487(-) ; ND
ND ; ACOL01001515BRL01_0015:491-868(-) ; ND
ND ; ACOL01004652BRL01_0046:1-373(-) ; ND
ND ; ACOL01004888BRL01_0048:1-371(-) ; ND
ND ; ACOL01002089BRL01_0020:155-526(-) ; ND
ND ; ACOL01000498BRL01_0004:780-1151(-) ; ND
ND ; ACOL01000331BRL01_0003:3299-3670(-) ; ND
ND ; ACOL01000171BRL01_0001:5297-5668(-) ; ND
ND ; ACOL01003222BRL01_0032:83-451(-) ; ND
ND ; ACOL01001870BRL01_0018:167-535(+) ; ND
ND ; ACOL01001518BRL01_0015:296-664(-) ; ND
ND ; ACOL01000341BRL01_0003:2794-3162(-) ; ND
ND ; ACOL01000190BRL01_0001:1396-1764(+) ; ND
ND ; ACOL01000157BRL01_0001:5432-5800(-) ; ND
ND ; ACOL01002567BRL01_0025:22-385(-) ; ND
ND ; ACOL01001014BRL01_0010:792-1157(+) ; ND
ND ; ACOL01000592BRL01_0005:866-1231(+) ; ND
ND ; ACOL01000520BRL01_0005:377-742(+) ; ND
ND ; ACOL01000518BRL01_0005:1179-1544(-) ; ND
ND ; ACOL01000249BRL01_0002:4986-5351(-) ; ND
ND ; ACOL01000389BRL01_0003:900-1259(-) ; ND
ND ; ACOL01002503BRL01_0025:320-674(+) ; ND
ND ; ACOL01000067BRL01_0000:1681-2037(+) ; ND
ND ; ACOL01000014BRL01_0000:25921-26276(+) ; ND
ND ; ACOL01002893BRL01_0028:1-351(-) ; ND
ND ; ACOL01000241BRL01_0002:4159-4512(+) ; ND
ND ; ACOL01000047BRL01_0000:15890-16240(+) ; ND
ND ; ACOL01004020BRL01_0040:40-387(+) ; ND
ND ; ACOL01005335BRL01_0053:1-343(-) ; ND
ND ; ACOL01000148BRL01_0001:1796-2138(-) ; ND
ND ; ACOL01004812BRL01_0048:184-523(+) ; ND
ND ; ACOL01004096BRL01_0040:225-562(+) ; ND
ND ; ACOL01002333BRL01_0023:122-460(+) ; ND
ND ; ACOL01001811BRL01_0018:420-758(-) ; ND
ND ; ACOL01000021BRL01_0000:6011-6349(+) ; ND
ND ; ACOL01005434BRL01_0054:153-488(-) ; ND
ND ; ACOL01003875BRL01_0038:1-334(-) ; ND
ND ; ACOL01000553BRL01_0005:919-1254(-) ; ND
ND ; ACOL01000253BRL01_0002:5208-5542(+) ; ND
ND ; ACOL01005377BRL01_0053:12-341(-) ; ND
ND ; ACOL01002214BRL01_0022:299-631(-) ; ND
ND ; ACOL01000053BRL01_0000:11266-11598(+) ; ND
ND ; ACOL01004102BRL01_0041:182-511(+) ; ND
ND ; ACOL01002882BRL01_0028:203-532(-) ; ND
ND ; ACOL01001129BRL01_0011:368-697(-) ; ND
ND ; ACOL01000013BRL01_0000:13843-14172(+) ; ND
ND ; ACOL01001099BRL01_0010:701-1027(-) ; ND
ND ; ACOL01000099BRL01_0000:3670-3996(+) ; ND
ND ; ACOL01003410BRL01_0034:1-321(-) ; ND
ND ; ACOL01002209BRL01_0022:7-328(+) ; ND
ND ; ACOL01000747BRL01_0007:803-1126(-) ; ND
ND ; ACOL01000252BRL01_0002:61-384(+) ; ND
ND ; ACOL01000185BRL01_0001:3095-3418(+) ; ND
ND ; ACOL01002018BRL01_0020:427-745(+) ; ND
ND ; ACOL01000212BRL01_0002:2767-3087(+) ; ND
ND ; ACOL01000008BRL01_0000:6950-7270(-) ; ND
ND ; ACOL01005441BRL01_0054:111-428(+) ; ND
ND ; ACOL01000770BRL01_0007:831-1148(-) ; ND
ND ; ACOL01000429BRL01_0004:729-1046(+) ; ND
ND ; ACOL01000159BRL01_0001:1208-1525(-) ; ND
ND ; ACOL01004759BRL01_0047:174-488(-) ; ND
ND ; ACOL01001561BRL01_0015:1-315(+) ; ND
ND ; ACOL01000003BRL01_0000:30478-30792(+) ; ND
ND ; ACOL01002510BRL01_0025:46-357(-) ; ND
ND ; ACOL01000315BRL01_0003:72-383(-) ; ND
ND ; ACOL01005220BRL01_0052:30-338(+) ; ND
ND ; ACOL01004861BRL01_0048:109-417(-) ; ND
ND ; ACOL01002122BRL01_0021:109-417(-) ; ND
ND ; ACOL01000315BRL01_0003:2011-2319(+) ; ND
ND ; ACOL01000184BRL01_0001:4960-5268(-) ; ND
ND ; ACOL01004959BRL01_0049:181-486(-) ; ND
ND ; ACOL01002188BRL01_0021:109-414(+) ; ND
ND ; ACOL01000471BRL01_0004:1112-1417(+) ; ND
ND ; ACOL01000098BRL01_0000:6879-7184(-) ; ND
ND ; ACOL01000098BRL01_0000:8978-9283(+) ; ND
ND ; ACOL01001515BRL01_0015:177-479(-) ; ND
ND ; ACOL01003319BRL01_0033:1-299(-) ; ND
ND ; ACOL01003240BRL01_0032:267-566(+) ; ND
ND ; ACOL01001967BRL01_0019:131-430(-) ; ND
ND ; ACOL01004783BRL01_0047:59-355(-) ; ND
ND ; ACOL01000386BRL01_0003:3198-3494(+) ; ND
ND ; ACOL01002682BRL01_0026:1-294(+) ; ND
ND ; ACOL01000469BRL01_0004:577-870(+) ; ND
ND ; ACOL01000282BRL01_0002:3067-3360(-) ; ND
ND ; ACOL01004837BRL01_0048:171-458(+) ; ND
ND ; ACOL01004381BRL01_0043:182-466(+) ; ND
ND ; ACOL01000904BRL01_0009:368-652(-) ; ND
ND ; ACOL01000303BRL01_0003:2196-2477(-) ; ND
ND ; ACOL01000213BRL01_0002:1-281(-) ; ND
ND ; ACOL01001012BRL01_0010:67-345(-) ; ND
ND ; ACOL01000344BRL01_0003:734-1012(-) ; ND
ND ; ACOL01000024BRL01_0000:4124-4402(+) ; ND
ND ; ACOL01002145BRL01_0021:12-287(+) ; ND
ND ; ACOL01002103BRL01_0021:1-274(-) ; ND
ND ; ACOL01003130BRL01_0031:308-580(+) ; ND
ND ; ACOL01001455BRL01_0014:25-295(-) ; ND
ND ; ACOL01000775BRL01_0007:996-1268(+) ; ND
ND ; ACOL01000387BRL01_0003:1006-1278(-) ; ND
ND ; ACOL01000386BRL01_0003:1-271(-) ; ND
ND ; ACOL01003960BRL01_0039:228-494(-) ; ND
ND ; ACOL01000801BRL01_0008:1198-1464(+) ; ND
ND ; ACOL01001957BRL01_0019:1-264(+) ; ND
ND ; ACOL01000466BRL01_0004:571-834(+) ; ND
ND ; ACOL01000361BRL01_0003:1684-1947(+) ; ND
ND ; ACOL01000178BRL01_0001:3011-3274(+) ; ND
ND ; ACOL01000011BRL01_0000:1358-1619(+) ; ND
ND ; ACOL01004777BRL01_0047:1-260(-) ; ND
ND ; ACOL01004353BRL01_0043:1-260(-) ; ND
ND ; ACOL01001307BRL01_0013:516-776(-) ; ND
ND ; ACOL01000545BRL01_0005:1220-1480(+) ; ND
ND ; ACOL01000113BRL01_0001:1084-1344(+) ; ND
ND ; ACOL01004796BRL01_0047:66-323(-) ; ND
ND ; ACOL01004637BRL01_0046:152-409(-) ; ND
ND ; ACOL01002894BRL01_0028:201-458(+) ; ND
ND ; ACOL01000194BRL01_0001:3388-3645(-) ; ND
ND ; ACOL01002829BRL01_0028:66-320(+) ; ND
ND ; ACOL01002499BRL01_0024:58-312(+) ; ND
ND ; ACOL01004944BRL01_0049:1-243(-) ; ND
ND ; ACOL01001531BRL01_0015:6-250(-) ; ND
ND ; ACOL01000073BRL01_0000:1225-1470(+) ; ND
ND ; ACOL01001530BRL01_0015:1-243(+) ; ND
ND ; ACOL01003514BRL01_0035:1-515(+) ; ND
ND ; ACOL01004584BRL01_0045:20-483(-) ; ND
ND ; ACOL01000434BRL01_0004:1-626(+) ; ND
ND ; ACOL01000050BRL01_0000:12445-13256(-) ; ND
ND ; ACOL01004155BRL01_0041:1-245(+) ; ND
ND ; ACOL01002630BRL01_0026:47-477(+) ; ND
ND ; ACOL01000161BRL01_0001:5566-5990(-) ; ND
ND ; ACOL01002861BRL01_0028:104-395(-) ; ND
ND ; ACOL01000148BRL01_0001:512-1746(-) ; ND
ND ; ACOL01004612BRL01_0046:47-314(+) ; ND
ND ; ACOL01000011BRL01_0000:1696-2831(+) ; ND
ND ; ACOL01000093BRL01_0000:6679-8567(+) ; ND
ND ; ACOL01000221BRL01_0002:1-1910(+) ; ND
ND ; ACOL01000015BRL01_0000:15649-16211(-) ; ND
ND ; ACOL01004114BRL01_0041:1-512(+) ; ND
ND ; ACOL01000346BRL01_0003:2320-3998(-) ; ND
ND ; ACOL01000194BRL01_0001:191-2079(-) ; ND
ND ; ACOL01000143BRL01_0001:2675-3201(-) ; ND
ND ; ACOL01000001BRL01_0000:7542-9022(-) ; ND
ND ; ACOL01001403BRL01_0014:1-704(+) ; ND
ND ; ACOL01005027BRL01_0050:1-431(+) ; ND
ND ; ACOL01003520BRL01_0035:174-591(-) ; ND
ND ; ACOL01000115BRL01_0001:1-794(+) ; ND
